date,r_btc,r_basket,r_ls,cost,r_ls_net,equity_curve
2024-01-07,,,,0.0,,1.0
2024-01-08,,,,0.0,,1.0
2024-01-09,,,,0.0,,1.0
2024-01-10,,,,0.0,,1.0
2024-01-11,,,,0.0,,1.0
2024-01-12,,,,0.0,,1.0
2024-01-13,,,,0.0,,1.0
2024-01-14,,,,0.0,,1.0
2024-01-15,,,,0.0,,1.0
2024-01-16,,,,0.0,,1.0
2024-01-17,,,,0.0,,1.0
2024-01-18,,,,0.0,,1.0
2024-01-19,,,,0.0,,1.0
2024-01-20,,,,0.0,,1.0
2024-01-21,,,,0.0,,1.0
2024-01-22,,,,0.0,,1.0
2024-01-23,,,,0.0,,1.0
2024-01-24,,,,0.0,,1.0
2024-01-25,,,,0.0,,1.0
2024-01-26,,,,0.0,,1.0
2024-01-27,,,,0.0,,1.0
2024-01-28,,,,0.0,,1.0
2024-01-29,,,,0.0,,1.0
2024-01-30,,,,0.0,,1.0
2024-01-31,,,,0.0,,1.0
2024-02-01,,,,0.0,,1.0
2024-02-02,,,,0.0,,1.0
2024-02-03,,,,0.0,,1.0
2024-02-04,,,,0.0,,1.0
2024-02-05,,,,0.0,,1.0
2024-02-06,,,,0.0,,1.0
2024-02-07,,,,0.0,,1.0
2024-02-08,,,,0.0,,1.0
2024-02-09,,,,0.0,,1.0
2024-02-10,,,,0.0,,1.0
2024-02-11,,,,0.0,,1.0
2024-02-12,,,,0.0,,1.0
2024-02-13,,,,0.0,,1.0
2024-02-14,,,,0.0,,1.0
2024-02-15,,,,0.0,,1.0
2024-02-16,,,,0.0,,1.0
2024-02-17,,,,0.0,,1.0
2024-02-18,,,,0.0,,1.0
2024-02-19,,,,0.0,,1.0
2024-02-20,,,,0.0,,1.0
2024-02-21,,,,0.0,,1.0
2024-02-22,,,,0.0,,1.0
2024-02-23,,,,0.0,,1.0
2024-02-24,,,,0.0,,1.0
2024-02-25,,,,0.0,,1.0
2024-02-26,,,,0.0,,1.0
2024-02-27,,,,0.0,,1.0
2024-02-28,,,,0.0,,1.0
2024-02-29,,,,0.0,,1.0
2024-03-01,,0.004049623798921326,,0.001,,1.0
2024-03-02,,0.04108442385538006,,0.0,,1.0
2024-03-03,,0.10938262270609185,,0.0,,1.0
2024-03-04,,-0.012344525001339084,,0.0,,1.0
2024-03-05,,0.005263800042397234,,0.0,,1.0
2024-03-06,,-0.054509194653636725,,0.0,,1.0
2024-03-07,,0.07545802104627755,,0.0,,1.0
2024-03-08,,0.021332605117131313,,0.0,,1.0
2024-03-09,,-0.001438550531518111,,0.0,,1.0
2024-03-10,,0.00827557211717197,,0.0,,1.0
2024-03-11,,-0.006670740532352528,,0.0,,1.0
2024-03-12,,0.07008836078378745,,0.0,,1.0
2024-03-13,,-0.025827246097239114,,0.0,,1.0
2024-03-14,,0.02202554572954796,,0.0,,1.0
2024-03-15,,-0.019890610675134913,,0.0,,1.0
2024-03-16,,-0.04908387398221077,,0.0,,1.0
2024-03-17,,-0.0735217216781316,,0.0,,1.0
2024-03-18,,0.030292574180176945,,0.0,,1.0
2024-03-19,,-0.012799438121140129,,0.0,,1.0
2024-03-20,,-0.10198221920559886,,0.0,,1.0
2024-03-21,,0.09585555472054923,,0.0,,1.0
2024-03-22,,0.010726235778973433,,0.0,,1.0
2024-03-23,,-0.017230776654528514,,0.0,,1.0
2024-03-24,,0.02404263296585507,,0.0,,1.0
2024-03-25,,0.04118667188535656,,0.0,,1.0
2024-03-26,,0.03810515155699798,,0.0,,1.0
2024-03-27,,0.016584283980229805,,0.0,,1.0
2024-03-28,,-0.011578873361583199,,0.0,,1.0
2024-03-29,,0.009913232026099292,,0.0,,1.0
2024-03-30,,0.03547420500689801,,0.0,,1.0
2024-03-31,,-0.015805024643304372,,0.0,,1.0
